pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,1,2,Microlensing,2021,KMTNet,Published Confirmed,0,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,,,,,1.26,0.19,-0.14,0.0,,,,,,,,,0.96,0.15,-0.13,0.0,0.00302,0.00047,-0.00041,0.0,,,,,,,,,,,,,,,,,0.96,0.15,-0.13,0.0,0.00302,0.00047,-0.00041,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,,,,,,,,,,0.26,0.04,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,18h07m39.60s,271.915,-28d29m06.8s,-28.4852222,800.0,120.0,-100.0,,,,,,,,,,2022-08-01,2021-11,2022-08-01
KOI-351 h,KOI-351,1,1,8,Transit,2013,Kepler,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,331.60059,0.00037,-0.00037,0.0,1.01,0.11,-0.11,0.0,11.3,1.0,-1.0,0.0,1.008,0.089,-0.089,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,1.3,-1.3,0.0,2454973.49631,0.00082,-0.00082,0.0,HJD,0.0,,,,,<a refstr=CABRERA_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...781...18C/abstract target=ref> Cabrera et al. 2014 </a>,,6080.0,260.0,-170.0,0.0,1.2,0.1,-0.1,0.0,1.2,0.1,-0.1,0.0,-0.12,0.18,-0.18,0.0,[M/H],,,,,4.4,,,0.0,,,,,,,,,4.6,2.1,-2.1,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m44.03s,284.4334642,+49d18m18.45s,49.3051239,848.254,10.8185,-10.8185,13.883,0.069,-0.069,12.482,0.024,-0.024,13.7397,0.000217,-0.000217,2014-05-14,2014-01,2014-05-14
Kepler-10 d,Kepler-10,1,1,3,Radial Velocity,2023,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,151.04,0.45,-0.45,0.0,0.5379,0.0044,-0.0044,0.0,,,,,,,,,,,,,,,,,12.68,2.24,-2.24,0.0,0.0399,0.00705,-0.00705,0.0,,,,,,,,,12.68,2.24,-2.24,0.0,0.0399,0.00705,-0.00705,0.0,Msini,,,,,0.26,,,1.0,,,,,,,,,,,,,2457165.4,4.7,-5.3,0.0,BJD-TDB,0.0,1.68,0.28,-0.28,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5708.0,28.0,-28.0,0.0,1.06,0.01,-0.01,0.0,0.91,0.02,-0.02,0.0,-0.15,0.04,-0.04,0.0,[Fe/H],,,,,,,,,10.6,1.5,-1.3,0.0,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m43.03s,285.679298,+50d14m29.34s,50.2414842,185.506,0.811,-0.805,11.043,0.023,-0.023,9.496,0.021,-0.021,10.9191,0.000318,-0.000318,2023-04-17,2023-04,2023-04-17
Kepler-108 c,Kepler-108,1,2,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,190.323494,0.000988,-0.000988,0.0,0.721,,,0.0,8.18,0.51,-0.51,0.0,0.73,0.045,-0.045,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455145.67323,0.00255,-0.00255,0.0,BJD,1.0,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5854.0,92.0,-92.0,0.0,2.19,0.12,-0.12,0.0,,,,,,,,,,,,,,3.9,0.08,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m14.16s,294.5589885,+46d03m44.62s,46.0623952,338.732,,,12.657,0.069,-0.069,10.983,0.017,-0.017,13.0843,0.015753,-0.015753,2014-05-14,2014-03,2014-05-14
Kepler-139 c,Kepler-139,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,157.072878,0.00172,-0.00172,0.0,0.586,,,0.0,3.38,0.69,-0.69,0.0,0.302,0.062,-0.062,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455314.26266,0.0044,-0.0044,0.0,BJD,1.0,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5594.0,100.0,-100.0,0.0,1.3,0.25,-0.25,0.0,,,,,,,,,,,,,,4.25,0.15,-0.15,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m34.07s,282.3919451,+43d53m21.90s,43.8894167,391.038,4.238,-4.149,12.775,0.092,-0.092,11.167,0.016,-0.016,12.677,0.000184,-0.000184,2014-05-14,2014-03,2014-05-14
Kepler-150 f,Kepler-150,1,1,5,Transit,2017,Kepler,Published Confirmed,0,<a refstr=SCHMITT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..180S/abstract target=ref>Schmitt et al. 2017</a>,637.2093,0.0169,-0.0154,0.0,1.24,0.29,-0.45,0.0,3.64,0.52,-0.39,0.0,0.325,0.046,-0.035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,0.19,-0.19,0.0,2455979.2422,0.0082,-0.0077,0.0,BJD,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5528.0,122.0,-122.0,0.0,0.91,,,0.0,0.97,,,0.0,,,,,,-0.161,,,0.0,4.51,,,0.0,,,,,1.8429,,,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m56.18s,288.2341025,+40d31m15.23s,40.520897,891.092,17.021,-16.404,15.161,0.252,-0.252,13.367,0.032,-0.032,14.9743,0.000572,-0.000572,2017-04-11,2017-04,2017-04-13
Kepler-16 b,Kepler-16,1,2,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,228.776,0.02,-0.037,0.0,0.7048,0.0011,-0.0011,0.0,8.449,0.029,-0.029,0.0,0.754,0.003,-0.003,0.0,105.833,5.085,-5.085,0.0,0.333,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,105.833,5.085,-5.085,0.0,0.333,0.016,-0.016,0.0,Mass,0.964,0.047,-0.046,0.0,0.0069,0.001,-0.0015,0.0,,,,,,,,,90.032,0.002,-0.002,0.0,2455212.12316,,,0.0,BJD,1.0,,,,,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,,4450.0,150.0,-150.0,0.0,0.65,0.0,0.0,0.0,0.69,0.0,0.0,0.0,-0.3,0.2,-0.2,0.0,[m/H],,,,,4.65,0.0,0.0,0.0,,,,,3.563,0.017,-0.016,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m18.20s,289.0758307,+51d45m26.02s,51.757229,75.0852,0.1541,-0.1536,12.144,0.057,-0.057,8.996,0.022,-0.022,11.7472,0.000348,-0.000348,2014-05-14,2011-09,2014-05-14
Kepler-1661 b,Kepler-1661,1,2,1,Transit,2020,Kepler,Published Confirmed,0,<a refstr=SOCIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...94S/abstract target=ref>Socia et al. 2020</a>,175.06,0.06,-0.06,0.0,0.633,0.005,-0.005,0.0,3.87,0.06,-0.06,0.0,0.345,0.005,-0.005,0.0,17.0,12.0,-12.0,0.0,0.05349,0.03776,-0.03776,0.0,,,,,,,,,,,,,,,,,17.0,12.0,-12.0,0.0,0.05349,0.03776,-0.03776,0.0,Mass,1.6,1.1,-1.1,0.0,0.057,0.005,-0.005,0.0,0.88,,,0.0,243.0,,,0.0,89.46,0.02,-0.02,0.0,2456007.1,0.4,-0.4,0.0,BJD,0.0,,,,,<a refstr=SOCIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...94S/abstract target=ref>Socia et al. 2020</a>,K,5100.0,100.0,-100.0,0.0,0.76,0.01,-0.01,0.0,0.84,0.02,-0.02,0.0,-0.12,0.1,-0.1,0.0,[M/H],,,,,4.66,0.1,-0.1,0.0,2.0,1.0,-1.0,0.0,,,,,2.5,0.5,-0.5,0.0,24.44,0.08,-0.08,0.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,410.607,2.8825,-2.8825,14.357,0.092,-0.092,12.162,0.02,-0.02,14.1933,0.000321,-0.000321,2020-02-21,2020-03,2020-02-27
Kepler-174 d,Kepler-174,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,247.35373,0.002001,-0.002001,0.0,0.677,,,0.0,2.19,0.13,-0.13,0.0,0.195,0.012,-0.012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455197.15875,0.00346,-0.00346,0.0,BJD,0.0,,,,,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4880.0,126.0,-126.0,0.0,0.62,0.03,-0.03,0.0,,,,,,,,,,,,,,4.68,0.15,-0.15,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m45.35s,287.4389454,+43d49m55.22s,43.8320052,384.757,2.684,-2.684,14.53,0.057,-0.057,12.184,0.018,-0.018,14.2858,0.000242,-0.000242,2014-05-14,2014-03,2014-05-14
Kepler-421 b,Kepler-421,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,704.1984,0.0016,-0.0016,0.0,1.219,0.089,-0.089,0.0,4.16,0.19,-0.16,0.0,0.371,0.017,-0.014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,0.095,-0.034,0.0,,,,,185.0,9.0,-5.0,0.0,89.965,0.024,-0.031,0.0,2455325.7674,0.0012,-0.0012,0.0,BJD-UTC,0.0,,,,,<a refstr=KIPPING_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...25K/abstract target=ref>Kipping et al. 2014</a>,G9/K0,5308.0,50.0,-50.0,0.0,0.76,0.03,-0.03,0.0,0.79,0.03,-0.03,0.0,-0.25,0.08,-0.08,0.0,[Fe/H],-0.398,0.061,-0.071,0.0,4.61,0.1,-0.1,0.0,4.0,0.8,-0.8,0.0,1.58,0.22,-0.37,0.0,0.0,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.63s,283.2568116,+45d05m15.66s,45.0876823,348.558,2.039,-2.015,13.611,0.08,-0.08,11.535,0.017,-0.017,13.3477,0.000412,-0.000412,2014-07-23,2014-07,2014-07-23
Kepler-441 b,Kepler-441,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,207.2482,0.0022,-0.002,0.0,0.64,0.32,-0.13,0.0,1.64,0.22,-0.24,0.0,0.15,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,-0.1,-1.0,0.21,0.11,-0.11,0.0,,,,,89.97,0.03,-0.07,0.0,2455667.7764,0.004,-0.0065,0.0,BJD-UTC,0.0,,,,,<a refstr=TORRES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...99T/abstract target=ref>Torres et al. 2015</a>,,4340.0,177.0,-177.0,0.0,0.55,0.04,-0.05,0.0,0.57,0.05,-0.05,0.0,-0.57,0.18,-0.18,0.0,[Fe/H],-1.051,0.154,-0.15,0.0,4.71,0.05,-0.02,0.0,1.9,0.5,-0.4,0.0,4.94,1.03,-0.66,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m16.07s,284.566954,+49d00m45.75s,49.0127077,268.003,1.8075,-1.8075,15.567,0.16,-0.16,12.288,0.024,-0.024,15.135,0.000409,-0.000409,2015-01-06,2015-02,2015-01-06
Kepler-452 b,Kepler-452,1,1,1,Transit,2015,Kepler,Published Confirmed,1,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,384.843,0.007,-0.012,0.0,1.046,0.019,-0.015,0.0,1.63,0.23,-0.2,0.0,0.145,0.021,-0.018,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.29,-0.22,0.0,265.0,15.0,-13.0,0.0,89.806,0.134,-0.049,0.0,2455147.985,0.015,-0.019,0.0,BJD,0.0,,,,,<a refstr=JENKINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150...56J/abstract target=ref>Jenkins et al. 2015</a>,G2,5757.0,85.0,-85.0,0.0,1.11,0.15,-0.09,0.0,1.04,0.05,-0.05,0.0,0.21,0.09,-0.09,0.0,[Fe/H],,,,,4.32,0.09,-0.09,0.0,6.0,2.0,-2.0,0.0,0.84,0.4,-0.19,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m00.90s,296.003752,+44d16m39.31s,44.2775861,551.727,5.236,-5.141,13.54,0.08,-0.08,11.852,0.016,-0.016,13.4048,0.000235,-0.000235,2015-07-21,2015-08,2015-07-23
Kepler-453 b,Kepler-453,1,2,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WELSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...26W/abstract target=ref>Welsh et al. 2015</a>,240.503,0.053,-0.053,0.0,0.7903,0.0028,-0.0028,0.0,6.204,0.039,-0.039,0.0,0.553,0.003,-0.003,0.0,16.0,,,1.0,0.05034,,,1.0,,,,,,,,,,,,,,,,,16.0,,,1.0,0.05034,,,1.0,Mass,,,,,0.0359,0.0088,-0.0088,0.0,,,,,,,,,89.443,0.009,-0.009,0.0,,,,,,0.0,,,,,<a refstr=WELSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...26W/abstract target=ref>Welsh et al. 2015</a>,,5527.0,100.0,-100.0,0.0,0.83,0.01,-0.01,0.0,0.94,0.01,-0.01,0.0,0.09,0.1,-0.1,0.0,[m/H],,,,,4.57,0.01,-0.01,0.0,2.49,0.38,-0.38,1.0,,,,,1.9,1.0,-1.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m57.92s,283.2413322,+46d22m42.49s,46.3784691,442.846,2.7245,-2.7245,13.672,0.092,-0.092,11.92,0.02,-0.02,13.5227,0.000223,-0.000223,2018-03-14,2015-08,2018-03-15
Kepler-47 c,Kepler-47,1,2,3,Transit,2012,Kepler,Published Confirmed,0,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,303.227,0.062,-0.027,0.0,0.9638,0.0041,-0.0044,0.0,4.65,0.09,-0.07,0.0,0.415,0.008,-0.006,0.0,3.17,2.18,-1.25,0.0,0.00997,0.00686,-0.00393,0.0,,,,,,,,,,,,,,,,,3.17,2.18,-1.25,0.0,0.00997,0.00686,-0.00393,0.0,Mass,0.17,0.09,-0.07,0.0,0.044,0.029,-0.019,0.0,,,,,,,,,90.192,0.005,-0.004,0.0,2454944.362,0.067,-0.046,0.0,BJD,1.0,,,,,<a refstr=OROSZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..174O/abstract target=ref>Orosz et al. 2019</a>,,,,,,0.94,0.01,-0.01,0.0,0.96,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,1.65,0.02,-0.01,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m11.49s,295.2978883,+46d55m13.55s,46.9204303,1025.02,30.6445,-30.6445,15.31,0.115,-0.115,13.535,0.041,-0.041,15.1626,0.00069,-0.00069,2019-04-22,2019-05,2019-04-25
Kepler-62 f,Kepler-62,1,1,5,Transit,2013,Kepler,Published Confirmed,0,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,267.291,0.005,-0.005,0.0,0.718,0.007,-0.007,0.0,1.41,0.07,-0.07,0.0,0.126,0.006,-0.006,0.0,35.0,,,1.0,0.11,,,1.0,,,,,,,,,,,,,,,,,35.0,,,1.0,0.11,,,1.0,Mass,,,,,,,,,,,,,208.0,11.0,-11.0,0.0,89.9,0.03,-0.03,0.0,2455422.71,0.006,-0.006,0.0,BJD,0.0,,,,,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,K2 V,4925.0,70.0,-70.0,0.0,0.64,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0,-0.37,0.04,-0.04,0.0,[Fe/H],-0.678,0.04,-0.043,0.0,4.68,0.04,-0.04,0.0,7.0,4.0,-4.0,0.0,3.8,0.3,-0.3,0.0,0.4,0.5,-0.5,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,300.874,1.219,-1.219,13.965,0.092,-0.092,11.659,0.021,-0.021,13.7197,0.000208,-0.000208,2014-05-14,2013-05,2014-05-14
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,1,Microlensing,2013,MOA,Published Confirmed,0,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,,,,,0.92,0.16,-0.16,0.0,,,,,,,,,9.2,2.2,-2.2,0.0,0.029,0.007,-0.007,0.0,,,,,,,,,,,,,,,,,9.2,2.2,-2.2,0.0,0.029,0.007,-0.007,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,,,,,,,,,,0.11,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=FURUSAWA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779...91F/abstract target=ref>Furusawa et al. 2013</a>,17h57m59.12s,269.496333,-30d42m54.63s,-30.715175,810.0,100.0,-100.0,,,,18.76,0.36,-0.36,,,,2019-12-05,2013-12,2015-06-04
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,1,Microlensing,2016,MOA,Published Confirmed,0,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,,,,,0.93,0.08,-0.08,0.0,,,,,,,,,3.24,0.38,-0.3,0.0,0.0102,0.0012,-0.0009,0.0,,,,,,,,,,,,,,,,,3.24,0.38,-0.3,0.0,0.0102,0.0012,-0.0009,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,,,,,,,,,,0.02,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>,17h58m42.85s,272.019257,-29d23m53.66s,-29.7315826,850.0,80.0,-80.0,,,,,,,,,,2019-12-05,2016-07,2016-05-19
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,1,Microlensing,2018,OGLE,Published Confirmed,0,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,,,,,1.18,0.1,-0.1,0.0,,,,,,,,,4.43,0.25,-0.25,0.0,0.01394,0.00079,-0.00079,0.0,,,,,,,,,,,,,,,,,4.43,0.25,-0.25,0.0,0.01394,0.00079,-0.00079,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,,,,,,,,,,0.23,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,17h53m07.312s,268.2804667,-30d14m44.37s,-30.2456583,860.0,50.0,-50.0,,,,,,,,,,2021-10-04,2021-06,2021-10-04
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,1,Microlensing,2020,OGLE,Published Confirmed,0,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,,,,,1.064,0.119,-0.115,0.0,,,,,,,,,6.228,0.905,-0.881,0.0,0.0196,0.00285,-0.00277,0.0,,,,,,,,,,,,,,,,,6.228,0.905,-0.881,0.0,0.0196,0.00285,-0.00277,0.0,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,,,,,,,,,,0.2,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,17h59m56.02s,269.9834167,-28d59m51.9s,-28.99775,773.0,102.0,-99.0,,,,,,,,,,2022-01-24,2020-10,2022-01-24
